-9.738836711394837087e-01,2.086240051598838297e-01,-8.959140337627725936e-02
-8.918613442156760884e-01,4.148590309564636480e-01,-1.802091205451909206e-01
-7.588000129954364237e-01,6.060264689110325120e-01,-2.386513340782968062e-01
-5.837392077010109537e-01,7.691017004326360373e-01,-2.602520159080883855e-01
-3.785962573023198274e-01,8.929748540969255632e-01,-2.434353793252947984e-01
-1.573393145164531659e-01,9.692069455812908352e-01,-1.894260719765824552e-01
6.496708475987875153e-02,9.926145164989457204e-01,-1.024485213820426205e-01
-9.767854447528443451e-01,1.915242779755729763e-01,-9.596168956893004476e-02
-8.971579186333658029e-01,3.993301162672578952e-01,-1.887938751004001048e-01
-7.658085229545337214e-01,5.927047162221342758e-01,-2.494763025584488259e-01
-5.916616626041375504e-01,7.584712959740403937e-01,-2.732357410515094398e-01
-3.865714942704171486e-01,8.853338752703330261e-01,-2.583532641875293523e-01
-1.645020107056953673e-01,9.646465635906510405e-01,-2.059031224302615981e-01
5.942639275155867790e-02,9.910088875054655633e-01,-1.198744707171507384e-01
2.700187616934424106e-01,9.627967575152326374e-01,-1.059585068289659385e-02
-9.789711049458040826e-01,1.728665621071610314e-01,-1.083177150167156794e-01
-9.012237560132329017e-01,3.826300630896563582e-01,-2.034452663922324822e-01
-7.710088245261605966e-01,5.784799320772974207e-01,-2.662824828760493867e-01
-5.971761353553508567e-01,7.470687049111612854e-01,-2.920085846416299313e-01
-3.915581737150367614e-01,8.769053188373863161e-01,-2.787817397026691180e-01
-1.681548607440757626e-01,9.591381158324309153e-01,-2.275478357742715951e-01
5.782171442639158498e-02,9.881617983410853068e-01,-1.421017580472012654e-01
2.710153928947451329e-01,9.620768530522141315e-01,-3.096426384165218079e-02
-9.982922234307447518e-01,-5.784486701698089012e-02,-8.161372279686159720e-03
-9.800581779496537749e-01,1.532260869813449056e-01,-1.265216744371900626e-01
-9.036008464835419973e-01,3.652218880968625125e-01,-2.238715763315859975e-01
-7.739073255248727357e-01,5.636816102851539556e-01,-2.886702162074820111e-01
-5.997951735402473616e-01,7.350776990388110388e-01,-3.160799363667863848e-01
-3.931162043736005085e-01,8.677250590607398228e-01,-3.041592867839631453e-01
-1.679430948825912651e-01,9.525776205733788027e-01,-2.537538052207630734e-01
6.039038434298175939e-02,9.838471013116107944e-01,-1.685167134727233729e-01
2.763583884941993030e-01,9.594296142794278559e-01,-5.586462523384045503e-02
-9.964139202734044742e-01,-7.992474671263583019e-02,-2.777290673132223539e-02
-9.796418998607143713e-01,1.331294955988397699e-01,-1.502607248714334653e-01
-9.038414955787787974e-01,3.475034593114195158e-01,-2.496235097832595895e-01
-7.740551568688381900e-01,5.485652266546360289e-01,-3.160930341372713559e-01
-5.991097299411632937e-01,7.226074889809144253e-01,-3.448274182232670682e-01
-3.909145548155187888e-01,8.577622382615838204e-01,-3.338109546522742277e-01
-1.636465142038457943e-01,9.448099953013066044e-01,-2.838201739969793413e-01
6.721654072720804896e-02,9.778095911729772771e-01,-1.984196060443693399e-01
2.859744826577426680e-01,9.545135062953988836e-01,-8.439526982183323534e-02
-9.933360366259881280e-01,-1.021791862020635933e-01,-5.331915459999115453e-02
-9.773259351644854043e-01,1.130266956413286394e-01,-1.790502234772867185e-01
-9.015433558409297055e-01,3.297875475864754935e-01,-2.801066778853603112e-01
-7.710840095117066362e-01,5.333014393027288857e-01,-3.478778882208353740e-01
-5.948231009634930011e-01,7.096915006902165812e-01,-3.775227839591177026e-01
-3.847607323671682344e-01,8.469273913581804036e-01,-3.669784361451061128e-01
-1.552022584841949437e-01,9.356456794951852896e-01,-3.169848914434220677e-01
7.821688306872649765e-02,9.697890073722228443e-01,-2.310657923255013124e-01
2.996225445786054875e-01,9.470150376265272785e-01,-1.157101952702041803e-01
-9.886944595054646401e-01,-1.241256483798943849e-01,-8.411949332626857123e-02
-9.727544402190614337e-01,9.326913800353862916e-02,-2.122490681491374931e-01
-8.963824025413350549e-01,3.122884603138058601e-01,-3.146021391679596491e-01
-7.647378486680225240e-01,5.179717224814586185e-01,-3.832509850270386376e-01
-5.867789294645431308e-01,6.962919316159585925e-01,-4.133618679836857379e-01
-3.746228720189270223e-01,8.350852274333144809e-01,-4.028527853731932451e-01
-1.427191873596320992e-01,9.248803897482487102e-01,-3.524592149717947764e-01
9.313526609924918653e-02,9.595451189786717849e-01,-2.657046985900489156e-01
3.169019062119901031e-01,9.366915597286226136e-01,-1.489365763416325705e-01
5.133777085454206413e-01,8.580409298193264478e-01,-1.445998352139034326e-02
-9.821516690093817781e-01,-1.453883766657114163e-01,-1.193328076959363909e-01
-9.656418172004245237e-01,7.409806896962596590e-02,-2.490890544540938500e-01
-8.881407391558757691e-01,2.951185637295098418e-01,-3.522939976693977848e-01
-7.548968426335430637e-01,5.025730186553389878e-01,-4.213681500796756518e-01
-5.749793035420950327e-01,6.823117811810565092e-01,-4.514968812292965428e-01
-3.606404419553132512e-01,8.220727725150250853e-01,-4.406073402880803513e-01
-1.264801400995107517e-01,9.123176899230066583e-01,-3.894601479149786272e-01
1.115493528109867544e-01,9.468827226983191903e-01,-3.016120875277841784e-01
3.372628580915617014e-01,9.233799257530493909e-01,-1.833665107597459709e-01
5.352605388224138672e-01,8.434915716198491120e-01,-4.492353710268363193e-02
-9.286150878706951328e-01,-3.707925160531244657e-01,-1.367218409379696194e-02
-9.734451054319662733e-01,-1.657094153716319462e-01,-1.579399137892005256e-01
-9.557980742566426491e-01,5.564460578421892567e-02,-2.887104416096034076e-01
-8.767270331650637294e-01,2.782960459852391599e-01,-3.923022050748209422e-01
-7.415912325630616975e-01,4.870321954434732037e-01,-4.613481162713353734e-01
-5.595907658655602246e-01,6.676145397145824001e-01,-4.910692426936165700e-01
-3.431216326427557473e-01,8.077224632026317463e-01,-4.794287930969969302e-01
-1.069305401278542872e-01,8.977934253149885135e-01,-4.272386043525858157e-01
1.328903483158224708e-01,9.316752320331596060e-01,-3.381145032980066301e-01
3.600349673595398814e-01,9.070213108546858471e-01,-2.183739085464707907e-01
5.589788902032122309e-01,8.255700867050479452e-01,-7.730868156297220073e-02
-9.186443681942050299e-01,-3.917627031729248865e-01,-5.113227148985737686e-02
-9.623954027116291554e-01,-1.849437002121793183e-01,-1.989746631894347695e-01
-9.431482673351345714e-01,3.794098119894290938e-02,-3.301996786315742338e-01
-8.621884114702332846e-01,2.617627520898657689e-01,-4.337181166896021400e-01
-7.250045137935229311e-01,4.712287544465522671e-01,-5.023065955786051306e-01
-5.409382059950428312e-01,6.520497257457622542e-01,-5.312410116413648353e-01
-3.225280224464989742e-01,7.918882694393252208e-01,-5.185447362196836663e-01
-8.465453290810674714e-02,8.812001445596789884e-01,-4.651020482497483233e-01
1.564740991923433411e-01,9.138852056391634227e-01,-3.746060426578949332e-01
3.844632172529137693e-01,8.876744285744196938e-01,-2.534208820018907793e-01
5.837169193007510914e-01,8.044080594491910263e-01,-1.104637135679722298e-01
